project,project_code,extracted_at,source_file,notat_pages,lab_report_pages,samples_count,results_count,classifications_count,decisions_count,sampling_dates,lab,lab_reports
Moanetunnelen,09_moanetunnelen,2026-01-20T14:20:08.907387,Innsyn 25-339107-1Svar på innsyn - Innsynskrav i - 16171864-58 med vedlegg (1).pdf,2-5,6-30,8,539,8,8,"2017-09-20, 2017-09-28",ALS Laboratory Group Norway AS,"N1715906, N1716546"
