sample_id,parameter,parameter_raw,value,unit,uncertainty,below_limit,loq
p09-MOA-004,THC_C12-C35,Sum >C12-C35,620.0,mg/kg,,False,
p09-MOA-004,CN,Cyanid-fri,0.1,mg/kg,,True,0.1
p09-MOA-004,CP_2-MCP,2-Monoklorfenol,0.02,mg/kg,,True,0.02
p09-MOA-004,CP_3-MCP,3-Monoklorfenol,0.02,mg/kg,,True,0.02
p09-MOA-004,CP_4-MCP,4-Monoklorfenol,0.02,mg/kg,,True,0.02
p09-MOA-004,"CP_2,3-DCP","2,3-Diklorfenol",0.02,mg/kg,,True,0.02
p09-MOA-004,"CP_2,4+2,5-DCP","2,4+2,5-Diklorfenol",0.04,mg/kg,,True,0.04
p09-MOA-004,"CP_2,6-DCP","2,6-Diklorfenol",0.02,mg/kg,,True,0.02
p09-MOA-004,"CP_3,4-DCP","3,4-Diklorfenol",0.02,mg/kg,,True,0.02
p09-MOA-004,"CP_3,5-DCP","3,5-Diklorfenol",0.02,mg/kg,,True,0.02
p09-MOA-004,"CP_2,3,4-TCP","2,3,4-Triklorfenol",0.02,mg/kg,,True,0.02
p09-MOA-004,"CP_2,3,5-TCP","2,3,5-Triklorfenol",0.02,mg/kg,,True,0.02
p09-MOA-004,"CP_2,3,6-TCP","2,3,6-Triklorfenol",0.02,mg/kg,,True,0.02
p09-MOA-004,"CP_2,4,5-TCP","2,4,5-Triklorfenol",0.02,mg/kg,,True,0.02
p09-MOA-004,"CP_2,4,6-TCP","2,4,6-Triklorfenol",0.02,mg/kg,,True,0.02
p09-MOA-004,"CP_3,4,5-TCP","3,4,5-Triklorfenol",0.02,mg/kg,,True,0.02
p09-MOA-004,"CP_2,3,4,5-TeCP","2,3,4,5-Tetraklorfenol",0.02,mg/kg,,True,0.02
p09-MOA-004,"CP_2,3,4,6-TeCP","2,3,4,6-Tetraklorfenol",0.02,mg/kg,,True,0.02
p09-MOA-004,"CP_2,3,5,6-TeCP","2,3,5,6-Tetraklorfenol",0.02,mg/kg,,True,0.02
p09-MOA-004,CP_PCP,Pentaklorfenol,0.006,mg/kg,,True,0.006
p09-MOA-004,CB_MCB,Monoklorbensen,0.01,mg/kg,,True,0.01
p09-MOA-004,"CB_1,2-DCB","1,2-Diklorbensen",0.02,mg/kg,,True,0.02
p09-MOA-004,"CB_1,4-DCB","1,4-Diklorbensen",0.02,mg/kg,,True,0.02
p09-MOA-004,"CB_1,2,3-TCB","1,2,3-Triklorbensen",0.01,mg/kg,,True,0.01
p09-MOA-004,"CB_1,2,4-TCB","1,2,4-Triklorbensen",0.03,mg/kg,,True,0.03
p09-MOA-004,"CB_1,3,5-TCB","1,3,5-Triklorbensen",0.01,mg/kg,,True,0.01
p09-MOA-004,CB_TeCB,"1,2,3,5+1,2,4,5-Tetraklorbensen",0.02,mg/kg,,True,0.02
p09-MOA-004,CB_PeCB,Pentaklorbensen,0.01,mg/kg,,True,0.01
p09-MOA-004,CB_HCB,Heksaklorbensen,0.005,mg/kg,,True,0.005
p09-MOA-004,VOC_DCM,Diklormetana,0.06,mg/kg,,True,0.06
p09-MOA-004,VOC_Chloroform,Triklormetan (kloroform),0.02,mg/kg,,True,0.02
p09-MOA-004,VOC_TCE,Trikloreten,0.01,mg/kg,,True,0.01
p09-MOA-004,VOC_CCl4,Tetraklormetana,0.01,mg/kg,,True,0.01
p09-MOA-004,VOC_PCE,Tetrakloreten,0.01,mg/kg,,True,0.01
p09-MOA-004,"VOC_1,2-DCA","1,2-Dikloretan",0.003,mg/kg,,True,0.003
p09-MOA-004,"VOC_1,1,1-TCA","1,1,1-Trikloretan",0.01,mg/kg,,True,0.01
p09-MOA-004,VOC_EDB,"1,2-Dibrometan",0.004,mg/kg,,True,0.004
p09-MOA-004,"VOC_1,1,2-TCA","1,1,2-Trikloretan",0.01,mg/kg,,True,0.01
p09-MOA-004,PEST_Lindane,g-HCH (Lindan),0.001,mg/kg,,True,0.001
p09-MOA-004,PEST_op-DDT,"o,p'-DDT",0.01,mg/kg,,True,0.01
p09-MOA-004,PEST_pp-DDT,"p,p'-DDT",0.01,mg/kg,,True,0.01
p09-MOA-004,PEST_op-DDD,"o,p'-DDD",0.01,mg/kg,,True,0.01
p09-MOA-004,PEST_pp-DDD,"p,p'-DDD",0.01,mg/kg,,True,0.01
p09-MOA-004,PEST_op-DDE,"o,p'-DDE",0.01,mg/kg,,True,0.01
p09-MOA-004,PEST_pp-DDE,"p,p'-DDE",0.01,mg/kg,,True,0.01
p09-MOA-D1,As,Arsen,1.2,mg/kg,2.0,False,
p09-MOA-D1,Cd,Kadmium,0.83,mg/kg,0.1162,False,
p09-MOA-D1,Cr,Krom,9.8,mg/kg,1.372,False,
p09-MOA-D1,Cu,Kopper,400.0,mg/kg,56.0,False,
p09-MOA-D1,Hg,Kvikksølv,0.01,mg/kg,,True,0.01
p09-MOA-D1,Ni,Nikkel,9.0,mg/kg,1.26,False,
p09-MOA-D1,Pb,Bly,3.0,mg/kg,2.0,False,
p09-MOA-D1,Zn,Sink,200.0,mg/kg,20.0,False,
p09-MOA-D1,PCB28,PCB 28,0.001,mg/kg,,True,0.001
p09-MOA-D1,PCB52,PCB 52,0.001,mg/kg,,True,0.001
p09-MOA-D1,PCB101,PCB 101,0.001,mg/kg,,True,0.001
p09-MOA-D1,PCB118,PCB 118,0.001,mg/kg,,True,0.001
p09-MOA-D1,PCB138,PCB 138,0.001,mg/kg,,True,0.001
p09-MOA-D1,PCB153,PCB 153,0.001,mg/kg,,True,0.001
p09-MOA-D1,PCB180,PCB 180,0.001,mg/kg,,True,0.001
p09-MOA-D1,PCB7,Sum PCB-7,0.0,mg/kg,,True,
p09-MOA-D1,Naphthalene,Naftalen,0.01,mg/kg,,True,0.01
p09-MOA-D1,Acenaphthylene,Acenaftylen,0.01,mg/kg,,True,0.01
p09-MOA-D1,Acenaphthene,Acenaften,0.01,mg/kg,,True,0.01
p09-MOA-D1,Fluorene,Fluoren,0.01,mg/kg,,True,0.01
p09-MOA-D1,Phenanthrene,Fenantren,0.01,mg/kg,,True,0.01
p09-MOA-D1,Anthracene,Antracen,0.01,mg/kg,,True,0.01
p09-MOA-D1,Fluoranthene,Fluoranten,0.01,mg/kg,,True,0.01
p09-MOA-D1,Pyrene,Pyren,0.01,mg/kg,,True,0.01
p09-MOA-D1,BaA,Benzo(a)antracen,0.01,mg/kg,,True,0.01
p09-MOA-D1,Chrysene,Krysen,0.01,mg/kg,,True,0.01
p09-MOA-D1,BkF,Benzo(k)fluoranten,0.01,mg/kg,,True,0.01
p09-MOA-D1,BaP,Benzo(a)pyren,0.01,mg/kg,,True,0.01
p09-MOA-D1,DahA,Dibenzo(ah)antracen,0.01,mg/kg,,True,0.01
p09-MOA-D1,BghiP,Benzo(ghi)perylen,0.01,mg/kg,,True,0.01
p09-MOA-D1,IcdP,Indeno(123cd)pyren,0.01,mg/kg,,True,0.01
p09-MOA-D1,PAH16,Sum PAH-16,0.0,mg/kg,,True,
p09-MOA-D1,Benzene,Benzen,0.01,mg/kg,,True,0.01
p09-MOA-D1,Toluene,Toluen,0.04,mg/kg,,True,0.04
p09-MOA-D1,Ethylbenzene,Etylbensen,0.04,mg/kg,,True,0.04
p09-MOA-D1,Xylene,Xylener,0.04,mg/kg,,True,0.04
p09-MOA-D1,BTEX,Sum BTEX,0.0,mg/kg,,True,
p09-MOA-D1,THC_C5-C6,Fraksjon >C5-C6,2.5,mg/kg,,True,2.5
p09-MOA-D1,THC_C6-C8,Fraksjon >C6-C8,7.0,mg/kg,,True,7.0
p09-MOA-D1,THC_C8-C10,Fraksjon >C8-C10,10.0,mg/kg,,True,10.0
p09-MOA-D1,THC_C10-C12,Fraksjon >C10-C12,10.0,mg/kg,,True,10.0
p09-MOA-D1,THC_C12-C16,Fraksjon >C12-C16,10.0,mg/kg,,True,10.0
p09-MOA-D1,THC_C16-C35,Fraksjon >C16-C35,230.0,mg/kg,69.0,False,
p09-MOA-D1,THC_C12-C35,Sum >C12-C35,230.0,mg/kg,,False,
p09-MOA-D2,As,Arsen,3.8,mg/kg,2.0,False,
p09-MOA-D2,Cd,Kadmium,1.2,mg/kg,0.168,False,
p09-MOA-D2,Cr,Krom,8.8,mg/kg,1.232,False,
p09-MOA-D2,Cu,Kopper,330.0,mg/kg,46.2,False,
p09-MOA-D2,Hg,Kvikksølv,0.01,mg/kg,,True,0.01
p09-MOA-D2,Ni,Nikkel,8.0,mg/kg,1.12,False,
p09-MOA-D2,Pb,Bly,2.0,mg/kg,2.0,False,
p09-MOA-D2,Zn,Sink,200.0,mg/kg,20.0,False,
p09-MOA-D2,PCB28,PCB 28,0.001,mg/kg,,True,0.001
p09-MOA-D2,PCB52,PCB 52,0.001,mg/kg,,True,0.001
p09-MOA-D2,PCB101,PCB 101,0.001,mg/kg,,True,0.001
p09-MOA-D2,PCB118,PCB 118,0.001,mg/kg,,True,0.001
p09-MOA-D2,PCB138,PCB 138,0.001,mg/kg,,True,0.001
p09-MOA-D2,PCB153,PCB 153,0.001,mg/kg,,True,0.001
p09-MOA-D2,PCB180,PCB 180,0.001,mg/kg,,True,0.001
p09-MOA-D2,PCB7,Sum PCB-7,0.0,mg/kg,,True,
p09-MOA-D2,Naphthalene,Naftalen,0.01,mg/kg,0.05,False,
p09-MOA-D2,Acenaphthylene,Acenaftylen,0.01,mg/kg,,True,0.01
p09-MOA-D2,Acenaphthene,Acenaften,0.01,mg/kg,,True,0.01
p09-MOA-D2,Fluorene,Fluoren,0.01,mg/kg,,True,0.01
p09-MOA-D2,Phenanthrene,Fenantren,0.01,mg/kg,,True,0.01
p09-MOA-D2,Anthracene,Antracen,0.01,mg/kg,,True,0.01
p09-MOA-D2,Fluoranthene,Fluoranten,0.01,mg/kg,,True,0.01
p09-MOA-D2,Pyrene,Pyren,0.01,mg/kg,,True,0.01
p09-MOA-D2,BaA,Benzo(a)antracen,0.01,mg/kg,,True,0.01
p09-MOA-D2,Chrysene,Krysen,0.01,mg/kg,,True,0.01
p09-MOA-D2,BkF,Benzo(k)fluoranten,0.01,mg/kg,,True,0.01
p09-MOA-D2,BaP,Benzo(a)pyren,0.01,mg/kg,,True,0.01
p09-MOA-D2,DahA,Dibenzo(ah)antracen,0.01,mg/kg,,True,0.01
p09-MOA-D2,BghiP,Benzo(ghi)perylen,0.01,mg/kg,,True,0.01
p09-MOA-D2,IcdP,Indeno(123cd)pyren,0.01,mg/kg,,True,0.01
p09-MOA-D2,PAH16,Sum PAH-16,0.01,mg/kg,,False,
p09-MOA-D2,Benzene,Benzen,0.01,mg/kg,,True,0.01
p09-MOA-D2,Toluene,Toluen,0.04,mg/kg,,True,0.04
p09-MOA-D2,Ethylbenzene,Etylbensen,0.04,mg/kg,,True,0.04
p09-MOA-D2,Xylene,Xylener,0.04,mg/kg,,True,0.04
p09-MOA-D2,BTEX,Sum BTEX,0.0,mg/kg,,True,
p09-MOA-D2,THC_C5-C6,Fraksjon >C5-C6,2.5,mg/kg,,True,2.5
p09-MOA-D2,THC_C6-C8,Fraksjon >C6-C8,7.0,mg/kg,,True,7.0
p09-MOA-D2,THC_C8-C10,Fraksjon >C8-C10,10.0,mg/kg,,True,10.0
p09-MOA-D2,THC_C10-C12,Fraksjon >C10-C12,10.0,mg/kg,,True,10.0
p09-MOA-D2,THC_C12-C16,Fraksjon >C12-C16,10.0,mg/kg,,True,10.0
p09-MOA-D2,THC_C16-C35,Fraksjon >C16-C35,310.0,mg/kg,93.0,False,
p09-MOA-D2,THC_C12-C35,Sum >C12-C35,310.0,mg/kg,,False,
p09-MOA-T1,As,Arsen,3.9,mg/kg,2.0,False,
p09-MOA-T1,Cd,Kadmium,0.52,mg/kg,0.0728,False,
p09-MOA-T1,Cr,Krom,16.0,mg/kg,2.24,False,
p09-MOA-T1,Cu,Kopper,310.0,mg/kg,43.4,False,
p09-MOA-T1,Hg,Kvikksølv,0.01,mg/kg,,True,0.01
p09-MOA-T1,Ni,Nikkel,12.0,mg/kg,1.68,False,
p09-MOA-T1,Pb,Bly,3.0,mg/kg,2.0,False,
p09-MOA-T1,Zn,Sink,100.0,mg/kg,10.0,False,
p09-MOA-T1,PCB28,PCB 28,0.001,mg/kg,,True,0.001
p09-MOA-T1,PCB52,PCB 52,0.001,mg/kg,,True,0.001
p09-MOA-T1,PCB101,PCB 101,0.001,mg/kg,,True,0.001
p09-MOA-T1,PCB118,PCB 118,0.001,mg/kg,,True,0.001
p09-MOA-T1,PCB138,PCB 138,0.001,mg/kg,,True,0.001
p09-MOA-T1,PCB153,PCB 153,0.001,mg/kg,,True,0.001
p09-MOA-T1,PCB180,PCB 180,0.001,mg/kg,,True,0.001
p09-MOA-T1,PCB7,Sum PCB-7,0.0,mg/kg,,True,
p09-MOA-T1,Naphthalene,Naftalen,0.01,mg/kg,,True,0.01
p09-MOA-T1,Acenaphthylene,Acenaftylen,0.01,mg/kg,,True,0.01
p09-MOA-T1,Acenaphthene,Acenaften,0.01,mg/kg,,True,0.01
p09-MOA-T1,Fluorene,Fluoren,0.01,mg/kg,,True,0.01
p09-MOA-T1,Phenanthrene,Fenantren,0.01,mg/kg,,True,0.01
p09-MOA-T1,Anthracene,Antracen,0.01,mg/kg,,True,0.01
p09-MOA-T1,Fluoranthene,Fluoranten,0.01,mg/kg,,True,0.01
p09-MOA-T1,Pyrene,Pyren,0.01,mg/kg,,True,0.01
p09-MOA-T1,BaA,Benzo(a)antracen,0.01,mg/kg,,True,0.01
p09-MOA-T1,Chrysene,Krysen,0.01,mg/kg,,True,0.01
p09-MOA-T1,BkF,Benzo(k)fluoranten,0.01,mg/kg,,True,0.01
p09-MOA-T1,BaP,Benzo(a)pyren,0.01,mg/kg,,True,0.01
p09-MOA-T1,DahA,Dibenzo(ah)antracen,0.01,mg/kg,,True,0.01
p09-MOA-T1,BghiP,Benzo(ghi)perylen,0.01,mg/kg,0.05,False,
p09-MOA-T1,IcdP,Indeno(123cd)pyren,0.01,mg/kg,,True,0.01
p09-MOA-T1,PAH16,Sum PAH-16,0.01,mg/kg,,False,
p09-MOA-T1,Benzene,Benzen,0.01,mg/kg,,True,0.01
p09-MOA-T1,Toluene,Toluen,0.04,mg/kg,,True,0.04
p09-MOA-T1,Ethylbenzene,Etylbensen,0.04,mg/kg,,True,0.04
p09-MOA-T1,Xylene,Xylener,0.04,mg/kg,,True,0.04
p09-MOA-T1,BTEX,Sum BTEX,0.0,mg/kg,,True,
p09-MOA-T1,THC_C5-C6,Fraksjon >C5-C6,2.5,mg/kg,,True,2.5
p09-MOA-T1,THC_C6-C8,Fraksjon >C6-C8,7.0,mg/kg,,True,7.0
p09-MOA-T1,THC_C8-C10,Fraksjon >C8-C10,10.0,mg/kg,,True,10.0
p09-MOA-T1,THC_C10-C12,Fraksjon >C10-C12,10.0,mg/kg,,True,10.0
p09-MOA-T1,THC_C12-C16,Fraksjon >C12-C16,10.0,mg/kg,,True,10.0
p09-MOA-T1,THC_C16-C35,Fraksjon >C16-C35,490.0,mg/kg,147.0,False,
p09-MOA-T1,THC_C12-C35,Sum >C12-C35,490.0,mg/kg,,False,
p09-MOA-T2,As,Arsen,7.8,mg/kg,2.34,False,
p09-MOA-T2,Cd,Kadmium,1.1,mg/kg,0.154,False,
p09-MOA-T2,Cr,Krom,22.0,mg/kg,3.08,False,
p09-MOA-T2,Cu,Kopper,670.0,mg/kg,93.8,False,
p09-MOA-T2,Hg,Kvikksølv,0.01,mg/kg,,True,0.01
p09-MOA-T2,Ni,Nikkel,22.0,mg/kg,3.08,False,
p09-MOA-T2,Pb,Bly,6.0,mg/kg,2.0,False,
p09-MOA-T2,Zn,Sink,230.0,mg/kg,23.0,False,
p09-MOA-T2,PCB28,PCB 28,0.001,mg/kg,,True,0.001
p09-MOA-T2,PCB52,PCB 52,0.001,mg/kg,,True,0.001
p09-MOA-T2,PCB101,PCB 101,0.001,mg/kg,,True,0.001
p09-MOA-T2,PCB118,PCB 118,0.001,mg/kg,,True,0.001
p09-MOA-T2,PCB138,PCB 138,0.001,mg/kg,,True,0.001
p09-MOA-T2,PCB153,PCB 153,0.001,mg/kg,,True,0.001
p09-MOA-T2,PCB180,PCB 180,0.001,mg/kg,,True,0.001
p09-MOA-T2,PCB7,Sum PCB-7,0.0,mg/kg,,True,
p09-MOA-T2,Naphthalene,Naftalen,0.01,mg/kg,,True,0.01
p09-MOA-T2,Acenaphthylene,Acenaftylen,0.01,mg/kg,,True,0.01
p09-MOA-T2,Acenaphthene,Acenaften,0.01,mg/kg,,True,0.01
p09-MOA-T2,Fluorene,Fluoren,0.01,mg/kg,,True,0.01
p09-MOA-T2,Phenanthrene,Fenantren,0.01,mg/kg,,True,0.01
p09-MOA-T2,Anthracene,Antracen,0.01,mg/kg,,True,0.01
p09-MOA-T2,Fluoranthene,Fluoranten,0.01,mg/kg,,True,0.01
p09-MOA-T2,Pyrene,Pyren,0.013,mg/kg,0.05,False,
p09-MOA-T2,BaA,Benzo(a)antracen,0.01,mg/kg,,True,0.01
p09-MOA-T2,Chrysene,Krysen,0.01,mg/kg,,True,0.01
p09-MOA-T2,BkF,Benzo(k)fluoranten,0.01,mg/kg,,True,0.01
p09-MOA-T2,BaP,Benzo(a)pyren,0.01,mg/kg,,True,0.01
p09-MOA-T2,DahA,Dibenzo(ah)antracen,0.01,mg/kg,,True,0.01
p09-MOA-T2,BghiP,Benzo(ghi)perylen,0.016,mg/kg,0.05,False,
p09-MOA-T2,IcdP,Indeno(123cd)pyren,0.01,mg/kg,,True,0.01
p09-MOA-T2,PAH16,Sum PAH-16,0.029,mg/kg,,False,
p09-MOA-T2,Benzene,Benzen,0.01,mg/kg,,True,0.01
p09-MOA-T2,Toluene,Toluen,0.04,mg/kg,,True,0.04
p09-MOA-T2,Ethylbenzene,Etylbensen,0.04,mg/kg,,True,0.04
p09-MOA-T2,Xylene,Xylener,0.04,mg/kg,,True,0.04
p09-MOA-T2,BTEX,Sum BTEX,0.0,mg/kg,,True,
p09-MOA-T2,THC_C5-C6,Fraksjon >C5-C6,2.5,mg/kg,,True,2.5
p09-MOA-T2,THC_C6-C8,Fraksjon >C6-C8,7.0,mg/kg,,True,7.0
p09-MOA-T2,THC_C8-C10,Fraksjon >C8-C10,10.0,mg/kg,,True,10.0
p09-MOA-T2,THC_C10-C12,Fraksjon >C10-C12,10.0,mg/kg,,True,10.0
p09-MOA-T2,THC_C12-C16,Fraksjon >C12-C16,10.0,mg/kg,,True,10.0
p09-MOA-T2,THC_C16-C35,Fraksjon >C16-C35,670.0,mg/kg,201.0,False,
p09-MOA-T2,THC_C12-C35,Sum >C12-C35,670.0,mg/kg,,False,
