project_code,inbox_path,filename,extension,size_kb,parent_folder
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\15 des\Vannmiljo_EUNOMO-00359293 - 2 av 2 - 20230120 1137.xlsx,Vannmiljo_EUNOMO-00359293 - 2 av 2 - 20230120 1137.xlsx,.xlsx,33,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\15 des
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22\EUNOMO-00355858_10625-18501844 - 1 av 1 - 20221123 1758 (002).pdf,EUNOMO-00355858_10625-18501844 - 1 av 1 - 20221123 1758 (002).pdf,.pdf,75,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22\EUNOMO-00356367 - 1 av 1 - 20221129 md merking.xlsx,EUNOMO-00356367 - 1 av 1 - 20221129 md merking.xlsx,.xlsx,25,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22\EUNOMO-00356367_10625-18501844 - 1 av 1 - 20221129 1446.pdf,EUNOMO-00356367_10625-18501844 - 1 av 1 - 20221129 1446.pdf,.pdf,93,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22\EUNOMO-00356388_10625-18501844 - 1 av 1 - 20221209 1133.pdf,EUNOMO-00356388_10625-18501844 - 1 av 1 - 20221209 1133.pdf,.pdf,75,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22\ExcelReport_EUNOMO-00356367 - 1 av 1 - 20221129 1445.xlsx,ExcelReport_EUNOMO-00356367 - 1 av 1 - 20221129 1445.xlsx,.xlsx,28,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22\ExcelReport_EUNOMO-00356388 - 1 av 1 - 20221209 1133.xlsx,ExcelReport_EUNOMO-00356388 - 1 av 1 - 20221209 1133.xlsx,.xlsx,23,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22\Vannmiljo_EUNOMO-00356367 - 1 av 1 - 20221129 1445.xlsx,Vannmiljo_EUNOMO-00356367 - 1 av 1 - 20221129 1445.xlsx,.xlsx,29,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22\Vannmiljo_EUNOMO-00356388 - 1 av 1 - 20221209 1133.xlsx,Vannmiljo_EUNOMO-00356388 - 1 av 1 - 20221209 1133.xlsx,.xlsx,23,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\knust prøve nov 22
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\sikta prøve 2022_nov 24 tatt 17 nov\EUNOMO-00356531 - 1 av 1 - 20221209 1133_merking.xlsx,EUNOMO-00356531 - 1 av 1 - 20221209 1133_merking.xlsx,.xlsx,28,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\sikta prøve 2022_nov 24 tatt 17 nov
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\sikta prøve 2022_nov 24 tatt 17 nov\EUNOMO-00356531_10625-18  501844 - 1 av 1 - 20221209 1133.pdf,EUNOMO-00356531_10625-18  501844 - 1 av 1 - 20221209 1133.pdf,.pdf,97,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\sikta prøve 2022_nov 24 tatt 17 nov
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\sikta prøve 2022_nov 24 tatt 17 nov\ExcelReport_EUNOMO-00356531 - 1 av 1 - 20221209 1133.xlsx,ExcelReport_EUNOMO-00356531 - 1 av 1 - 20221209 1133.xlsx,.xlsx,29,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\sikta prøve 2022_nov 24 tatt 17 nov
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\sikta prøve 2022_nov 24 tatt 17 nov\Vannmiljo_EUNOMO-00356531 - 1 av 1 - 20221209 1133.xlsx,Vannmiljo_EUNOMO-00356531 - 1 av 1 - 20221209 1133.xlsx,.xlsx,30,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Bukkesteinhøgdtunnel etter utlegging Skaret\sikta prøve 2022_nov 24 tatt 17 nov
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Sollihøgdtunnel\EUNOMO-00392110 - 6 av 6 - 20231016 1314.xlsx,EUNOMO-00392110 - 6 av 6 - 20231016 1314.xlsx,.xlsx,61,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Sollihøgdtunnel
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Sollihøgdtunnel\EUNOMO-00392110_10625-18  501844 (steinmasser fra tunnel) - 6 av 6 - 20231016 1314.pdf,EUNOMO-00392110_10625-18  501844 (steinmasser fra tunnel) - 6 av 6 - 20231016 1314.pdf,.pdf,302,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Sollihøgdtunnel
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Sollihøgdtunnel\EUNOMO-00407650_10625-18  501844 - 2 av 2 - 20240311 1611.pdf,EUNOMO-00407650_10625-18  501844 - 2 av 2 - 20240311 1611.pdf,.pdf,141,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Sollihøgdtunnel
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Sollihøgdtunnel\ExcelReport_EUNOMO-00407650 - 2 av 2 - 20240311 1610.xlsx,ExcelReport_EUNOMO-00407650 - 2 av 2 - 20240311 1610.xlsx,.xlsx,33,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Sollihøgdtunnel
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Sollihøgdtunnel\ExcelReport_EUNOMO-00407650 - 2 av 2 - 20240311 1610_merking.xlsx,ExcelReport_EUNOMO-00407650 - 2 av 2 - 20240311 1610_merking.xlsx,.xlsx,35,SVV\E16 Bjørum Skaret\analyser\SVV prøver\Sollihøgdtunnel
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_10_2022 Sollihøgdatunnelen M5 Sørgående\EUNOMO-00326648_E16BS Bunnrenskmasser Avtjerna 245651 - 5 av 5 enkeltprøver .pdf,EUNOMO-00326648_E16BS Bunnrenskmasser Avtjerna 245651 - 5 av 5 enkeltprøver .pdf,.pdf,186,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_10_2022 Sollihøgdatunnelen M5 Sørgående
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_10_2022 Sollihøgdatunnelen M5 Sørgående\ExcelReport_EUNOMO-00326648 - 5 av 5 - enkeltprøver.xlsx,ExcelReport_EUNOMO-00326648 - 5 av 5 - enkeltprøver.xlsx,.xlsx,45,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_10_2022 Sollihøgdatunnelen M5 Sørgående
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_26_2022 Sollihøgdatunnelen M6 Nordgående\EUNOMO-00339019_E16 BS Bunnrensk Skaret Nord U26 prosjekt 245651.pdf,EUNOMO-00339019_E16 BS Bunnrensk Skaret Nord U26 prosjekt 245651.pdf,.pdf,412,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_26_2022 Sollihøgdatunnelen M6 Nordgående
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_26_2022 Sollihøgdatunnelen M6 Nordgående\ExcelReport_EUNOMO-00339019 - 6 av 6 - 20220722 0923.xlsx,ExcelReport_EUNOMO-00339019 - 6 av 6 - 20220722 0923.xlsx,.xlsx,56,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_26_2022 Sollihøgdatunnelen M6 Nordgående
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_50_2021 Sollihødatunnelen rein stein M6\EUNOMO-00318835_E16 BS Tunnelstein Skaret U50 prosjekt 245651 -.pdf,EUNOMO-00318835_E16 BS Tunnelstein Skaret U50 prosjekt 245651 -.pdf,.pdf,215,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_50_2021 Sollihødatunnelen rein stein M6
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_50_2021 Sollihødatunnelen rein stein M6\ExcelReport_EUNOMO-00318835 - 3 av 3 - 20220117 1435.xlsx,ExcelReport_EUNOMO-00318835 - 3 av 3 - 20220117 1435.xlsx,.xlsx,39,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_50_2021 Sollihødatunnelen rein stein M6
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_9_2022 Sollihøgdatunnelen M6 Nordgående\EUNOMO-00326313_Oppbevaring E16BS Bunnrenskmasser Skaret 245651 - 5 av 5 - 20220419 1453.pdf,EUNOMO-00326313_Oppbevaring E16BS Bunnrenskmasser Skaret 245651 - 5 av 5 - 20220419 1453.pdf,.pdf,164,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_9_2022 Sollihøgdatunnelen M6 Nordgående
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_9_2022 Sollihøgdatunnelen M6 Nordgående\ExcelReport_EUNOMO-00326313 - 5 av 5 - 20220419 1453.xlsx,ExcelReport_EUNOMO-00326313 - 5 av 5 - 20220419 1453.xlsx,.xlsx,46,SVV\E16 Bjørum Skaret\analyser\Skanska prøver\Uke_9_2022 Sollihøgdatunnelen M6 Nordgående
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\rein stein referanse\EUNOMO-00343223_E16 BS Referanseprøver tunnel U33.pdf,EUNOMO-00343223_E16 BS Referanseprøver tunnel U33.pdf,.pdf,194,SVV\E16 Bjørum Skaret\analyser\rein stein referanse
05_Bjørum-Skaret,SVV\E16 Bjørum Skaret\analyser\rein stein referanse\ExcelReport_EUNOMO-00343223 - 5 av 5 - 20220822.xlsx,ExcelReport_EUNOMO-00343223 - 5 av 5 - 20220822.xlsx,.xlsx,40,SVV\E16 Bjørum Skaret\analyser\rein stein referanse
07_E16-Bjørnegårdtunnelen,SVV\E16 Bjørnegårdstunnelen\Bunnrensk fra Bjørnegårdtunnelen på mellomlager Franzefoss 11.10.2016.pdf,Bunnrensk fra Bjørnegårdtunnelen på mellomlager Franzefoss 11.10.2016.pdf,.pdf,114,SVV\E16 Bjørnegårdstunnelen
07_E16-Bjørnegårdtunnelen,SVV\E16 Bjørnegårdstunnelen\Samla prøvetaking bunnrensk status jan 2017.xls,Samla prøvetaking bunnrensk status jan 2017.xls,.xls,1104,SVV\E16 Bjørnegårdstunnelen
07_E16-Bjørnegårdtunnelen,SVV\E16 Bjørnegårdstunnelen\Y-02_Prøvetaking-bunnrenskmasser_tunnel.pdf,Y-02_Prøvetaking-bunnrenskmasser_tunnel.pdf,.pdf,1299,SVV\E16 Bjørnegårdstunnelen
08_Svegårdsjønn-Rådal,SVV\Svegårdsjønn-Rådal\Dag 1 - 05. Anne Kristine Sovik.pdf,Dag 1 - 05. Anne Kristine Sovik.pdf,.pdf,810,SVV\Svegårdsjønn-Rådal
08_Svegårdsjønn-Rådal,SVV\Svegårdsjønn-Rådal\Innsyn 25-339108-1Svar på innsyn - Innsynskrav i - 16126769-29 med vedlegg.pdf,Innsyn 25-339108-1Svar på innsyn - Innsynskrav i - 16126769-29 med vedlegg.pdf,.pdf,2770,SVV\Svegårdsjønn-Rådal
08_Svegårdsjønn-Rådal,SVV\Svegårdsjønn-Rådal\Innsyn 25-339110-1Svar på innsyn - Innsynskrav i - 16126769-60 med vedlegg.pdf,Innsyn 25-339110-1Svar på innsyn - Innsynskrav i - 16126769-60 med vedlegg.pdf,.pdf,299,SVV\Svegårdsjønn-Rådal
08_Svegårdsjønn-Rådal,SVV\Svegårdsjønn-Rådal\Innsyn 25-339111-1Svar på innsyn - Innsynskrav i - 16126769-66 med vedlegg.pdf,Innsyn 25-339111-1Svar på innsyn - Innsynskrav i - 16126769-66 med vedlegg.pdf,.pdf,184,SVV\Svegårdsjønn-Rådal
09_Moanetunnelen,SVV\Moanetunnelen\Innsyn 25-339107-1Svar på innsyn - Innsynskrav i - 16171864-58 med vedlegg (1).pdf,Innsyn 25-339107-1Svar på innsyn - Innsynskrav i - 16171864-58 med vedlegg (1).pdf,.pdf,450,SVV\Moanetunnelen
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2023\EUNOST-00079445_E39 Rogfast - 6 av 6 - 20230721 0916.pdf,EUNOST-00079445_E39 Rogfast - 6 av 6 - 20230721 0916.pdf,.pdf,229,SVV\ROGFAST\E39 Rogfast E03\2023
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2023\EUNOST-00080172_E39 Rogfast - 13 av 13 - 20230908 1327.pdf,EUNOST-00080172_E39 Rogfast - 13 av 13 - 20230908 1327.pdf,.pdf,325,SVV\ROGFAST\E39 Rogfast E03\2023
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2023\EUNOST-00080233_E39 Rogfast - 6 av 6 - 20230920 1548.pdf,EUNOST-00080233_E39 Rogfast - 6 av 6 - 20230920 1548.pdf,.pdf,172,SVV\ROGFAST\E39 Rogfast E03\2023
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2023\EUNOST-00081351_E39 Rogfast - 34 av 35 - 20231206 1549.pdf,EUNOST-00081351_E39 Rogfast - 34 av 35 - 20231206 1549.pdf,.pdf,946,SVV\ROGFAST\E39 Rogfast E03\2023
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2023\EUNOST-00081416_E39 Rogfast - 15 av 15 - 20231212 1458.pdf,EUNOST-00081416_E39 Rogfast - 15 av 15 - 20231212 1458.pdf,.pdf,694,SVV\ROGFAST\E39 Rogfast E03\2023
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\EDD_XLS_STD_NO2402577_0_nb-NO 08.02.24.xlsx,EDD_XLS_STD_NO2402577_0_nb-NO 08.02.24.xlsx,.xlsx,26,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\EDD_XLS_STD_NO2405479_0_nb-NO 14.03.24.xlsx,EDD_XLS_STD_NO2405479_0_nb-NO 14.03.24.xlsx,.xlsx,26,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\EDD_XLS_STD_NO2407764_0_nb-NO 12.04.24.xlsx,EDD_XLS_STD_NO2407764_0_nb-NO 12.04.24.xlsx,.xlsx,26,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\EDD_XLS_STD_NO2414940_0_nb-NO 27.06.24.xlsx,EDD_XLS_STD_NO2414940_0_nb-NO 27.06.24.xlsx,.xlsx,27,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\EDD_XLS_STD_NO2421092_0_nb-NO - 12.09.24.xlsx,EDD_XLS_STD_NO2421092_0_nb-NO - 12.09.24.xlsx,.xlsx,26,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\EDD_XLS_STD_NO2424938_0_nb-NO.xlsx,EDD_XLS_STD_NO2424938_0_nb-NO.xlsx,.xlsx,25,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\EUNOST-00081768_E39 Rogfast - 14 av 14 - 20240115 2047.pdf,EUNOST-00081768_E39 Rogfast - 14 av 14 - 20240115 2047.pdf,.pdf,740,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\ExcelReport_EUNOST-00081768_ E39 Rogfast - 14 av 14 - 15.01.24.xlsx,ExcelReport_EUNOST-00081768_ E39 Rogfast - 14 av 14 - 15.01.24.xlsx,.xlsx,65,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\NO2402577_0_COA_Standard_nb-NO 08.02.24.pdf,NO2402577_0_COA_Standard_nb-NO 08.02.24.pdf,.pdf,406,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\NO2405479_0_COA_Standard_nb-NO 14.03.24.pdf,NO2405479_0_COA_Standard_nb-NO 14.03.24.pdf,.pdf,415,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\NO2407764_0_COA_Standard_nb-NO 12.04.24.pdf,NO2407764_0_COA_Standard_nb-NO 12.04.24.pdf,.pdf,416,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\NO2414940_0_COA_Standard_nb-NO 27.06.24.pdf,NO2414940_0_COA_Standard_nb-NO 27.06.24.pdf,.pdf,416,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\NO2421092_0_COA_Standard_nb-NO 12.09.24.pdf,NO2421092_0_COA_Standard_nb-NO 12.09.24.pdf,.pdf,456,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\NO2421537_0_COA_Standard_nb-NO - avgrensning THC.pdf,NO2421537_0_COA_Standard_nb-NO - avgrensning THC.pdf,.pdf,361,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2024\NO2424938_0_COA_Standard_nb-NO (002).pdf,NO2424938_0_COA_Standard_nb-NO (002).pdf,.pdf,365,SVV\ROGFAST\E39 Rogfast E03\2024
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2025\EDD_XLS_STD_NO2511844_0_nb-NO (1).xlsx,EDD_XLS_STD_NO2511844_0_nb-NO (1).xlsx,.xlsx,26,SVV\ROGFAST\E39 Rogfast E03\2025
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\2025\NO2511844_0_COA_Standard_nb-NO (1).pdf,NO2511844_0_COA_Standard_nb-NO (1).pdf,.pdf,432,SVV\ROGFAST\E39 Rogfast E03\2025
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\Bunnrensk samletabell E03 Utarbeidet av ENT.xlsx,Bunnrensk samletabell E03 Utarbeidet av ENT.xlsx,.xlsx,449,SVV\ROGFAST\E39 Rogfast E03
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\Ekstra THC analyser\EDD_XLS_STD_NO2415413_0_nb-NO-THC-03.07.24.xlsx,EDD_XLS_STD_NO2415413_0_nb-NO-THC-03.07.24.xlsx,.xlsx,24,SVV\ROGFAST\E39 Rogfast E03\Ekstra THC analyser
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\Ekstra THC analyser\EDD_XLS_STD_NO2424495_0_nb-NO.xlsx,EDD_XLS_STD_NO2424495_0_nb-NO.xlsx,.xlsx,23,SVV\ROGFAST\E39 Rogfast E03\Ekstra THC analyser
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\Ekstra THC analyser\NO2415413_0_COA_Standard_nb-NO_THC-03.07.24.pdf,NO2415413_0_COA_Standard_nb-NO_THC-03.07.24.pdf,.pdf,332,SVV\ROGFAST\E39 Rogfast E03\Ekstra THC analyser
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\Ekstra THC analyser\NO2424495_0_COA_Standard_nb-NO.pdf,NO2424495_0_COA_Standard_nb-NO.pdf,.pdf,327,SVV\ROGFAST\E39 Rogfast E03\Ekstra THC analyser
10_ROGFAST,SVV\ROGFAST\E39 Rogfast E03\Ekstra THC analyser\THC før sikting 08.11.24.pdf,THC før sikting 08.11.24.pdf,.pdf,94,SVV\ROGFAST\E39 Rogfast E03\Ekstra THC analyser
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\17.03.25 Bunnrensk T430 - EUNOMO-00456034.xlsx,17.03.25 Bunnrensk T430 - EUNOMO-00456034.xlsx,.xlsx,62,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\20-01787_lamoen_grusuttak_i_ringerike_kommune.pdf,20-01787_lamoen_grusuttak_i_ringerike_kommune.pdf,.pdf,853,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\2978-YM-E6 - Prosedyre for prøvetaking av bunnrenskmasser tunnel rev. 2.docx,2978-YM-E6 - Prosedyre for prøvetaking av bunnrenskmasser tunnel rev. 2.docx,.docx,71,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\Copy of ExcelReport_EUNOMO-00444393 - 4 av 5 - 20241205 1213.xlsx,Copy of ExcelReport_EUNOMO-00444393 - 4 av 5 - 20241205 1213.xlsx,.xlsx,31,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\EDD_XLS_STD_NO2217528_0_nb-NO.xlsx,EDD_XLS_STD_NO2217528_0_nb-NO.xlsx,.xlsx,23,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\EDD_XLS_STD_NO2226157_0_nb-NO 05.12.xlsx,EDD_XLS_STD_NO2226157_0_nb-NO 05.12.xlsx,.xlsx,27,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\EXCELR~1 (2).XLS,EXCELR~1 (2).XLS,.xls,31,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\EXCELR~1(1).XLS,EXCELR~1(1).XLS,.xls,29,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\ExcelReport_EUNOMO-00429765 - 2 av 2 - 20240903 1328.xlsx,ExcelReport_EUNOMO-00429765 - 2 av 2 - 20240903 1328.xlsx,.xlsx,24,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\ExcelReport_EUNOMO-00433699 - 2 av 2 - 20240919 1230.xlsx,ExcelReport_EUNOMO-00433699 - 2 av 2 - 20240919 1230.xlsx,.xlsx,25,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\ExcelReport_EUNOMO-00449616 - 2 av 2 - 20250129 1229.xlsx,ExcelReport_EUNOMO-00449616 - 2 av 2 - 20250129 1229.xlsx,.xlsx,30,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\ExcelReport_EUNOMO-00485194 - 7 av 7 - kolonne- og ristetest.xlsx,ExcelReport_EUNOMO-00485194 - 7 av 7 - kolonne- og ristetest.xlsx,.xlsx,44,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\ExcelReport_EUNOMO-00486862 - 39 av 39 Riste- og kolonnetest.xlsx,ExcelReport_EUNOMO-00486862 - 39 av 39 Riste- og kolonnetest.xlsx,.xlsx,119,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\ExcelReport_EUNOMO-00487496 - 50 av 50 -Tilstandsklasser pr 50. m.xlsx,ExcelReport_EUNOMO-00487496 - 50 av 50 -Tilstandsklasser pr 50. m.xlsx,.xlsx,229,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\ExcelReport_EUNOMO-00487497 - 21 av 21 -Tilstandsklasser pr 50. m.xlsx,ExcelReport_EUNOMO-00487497 - 21 av 21 -Tilstandsklasser pr 50. m.xlsx,.xlsx,107,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\ExcelReport_EUNOMO-00487879 - 1 av 1 -T434 Etterbestilling THC Cr6+.xlsx,ExcelReport_EUNOMO-00487879 - 1 av 1 -T434 Etterbestilling THC Cr6+.xlsx,.xlsx,23,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\ExcelReport_EUNOMO-00490875 - 22 tilstandsklasser T462.xlsx,ExcelReport_EUNOMO-00490875 - 22 tilstandsklasser T462.xlsx,.xlsx,94,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\Gmail - [eQ-bunnrensk-OsloVAV-AFGhella] Innsynsbegjæring – miljøinformasjon om håndtering av bunnrensk fra tunneldriving.pdf,Gmail - [eQ-bunnrensk-OsloVAV-AFGhella] Innsynsbegjæring – miljøinformasjon om håndtering av bunnrensk fra tunneldriving.pdf,.pdf,424,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\Nes Miljøpark.PDF,Nes Miljøpark.PDF,.pdf,1456,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\Noah Engadalen106243_Tillatelse (8).pdf,Noah Engadalen106243_Tillatelse (8).pdf,.pdf,918,Oslo VAV\E6 Rentvannstunnel
12_OsloVAV-e6,Oslo VAV\E6 Rentvannstunnel\Prøvetakingsplan T430.pdf,Prøvetakingsplan T430.pdf,.pdf,638,Oslo VAV\E6 Rentvannstunnel
