sample_id,parameter,parameter_raw,value,unit,uncertainty,below_limit,loq,analysis_type,source_file
p18-HL-94730-94780,"Indeno(1,2,3-cd)pyren","Indeno[1,2,3-cd]pyren",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94730-94780,"Dibenzo(a,h)antracen","Dibenzo[a,h]antracen",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94730-94780,Benzo(ghi)perylen,Benzo[ghi]perylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94730-94780,PAH16,Sum PAH(16) EPA,0.063,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94730-94780,PAH16-EPA3,Sum PAH(16) EPA3,0.063,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94730-94780,PCB28,PCB 28,0.0056,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94730-94780,PCB52,PCB 52,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94730-94780,PCB101,PCB 101,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94730-94780,PCB118,PCB 118,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94730-94780,PCB138,PCB 138,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94730-94780,PCB153,PCB 153,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94730-94780,PCB180,PCB 180,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94730-94780,PCB7,Sum 7 PCB,0.0056,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,DryMatter,Tørrstoff,92.4,%,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,As,Arsen (As),0.98,mg/kg,,True,0.98,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Pb,Bly (Pb),5.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Cd,Kadmium (Cd),0.2,mg/kg,,True,0.2,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Cu,Kobber (Cu),15.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Cr,Krom (Cr),19.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Hg,Kvikksølv (Hg),0.0098,mg/kg,,True,0.0098,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Ni,Nikkel (Ni),9.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Zn,Sink (Zn),50.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Cr_VI,Krom (VI),0.22,mg/kg,,True,0.22,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Xylen,m/p/o-Xylen,0.1,mg/kg,,True,100.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Alifater C6-C8,Alifater >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Alifater C8-C10,Alifater >C8-C10,3.0,mg/kg,,True,3.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Alifater C12-C16,Alifater >C12-C16,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Alifater C16-C35,Alifater >C16-C35,62.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Alifater C12-C35,Alifater >C12-C35,62.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Aromatics C8-C10,Aromater >C8-C10,4.0,mg/kg,,True,4.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Aromatics C10-C16,Aromater >C10-C16,0.9,mg/kg,,True,0.9,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Aromatics C16-C35,Aromater >C16-C35,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Benzo(a)antracen/Methylchrysener,Methylchrysener/benzo(a)anthracener,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Methylpyren/Fluoranthen,Methylpyrene/fluoranthense,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Benzo(a)antracen,Benzo[a]antracen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Krysen,Krysen/Trifenylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,BaP,Benzo[a]pyren,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,"Indeno(1,2,3-cd)pyren","Indeno[1,2,3-cd]pyren",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,"Dibenzo(a,h)antracen","Dibenzo[a,h]antracen",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,Benzo(ghi)perylen,Benzo[ghi]perylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,PAH16,Sum PAH(16) EPA,0.09,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,PAH16-EPA3,Sum PAH(16) EPA3,0.09,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,PCB28,PCB 28,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,PCB52,PCB 52,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,PCB101,PCB 101,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,PCB118,PCB 118,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,PCB138,PCB 138,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,PCB153,PCB 153,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94780-94830,PCB180,PCB 180,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,DryMatter,Tørrstoff,92.1,%,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,As,Arsen (As),1.2,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Pb,Bly (Pb),6.41,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Cd,Kadmium (Cd),0.2,mg/kg,,True,0.2,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Cu,Kobber (Cu),28.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Cr,Krom (Cr),19.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Hg,Kvikksølv (Hg),0.012,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Ni,Nikkel (Ni),14.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Zn,Sink (Zn),64.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Cr_VI,Krom (VI),0.22,mg/kg,,True,0.22,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Xylen,m/p/o-Xylen,0.1,mg/kg,,True,100.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Alifater C6-C8,Alifater >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Alifater C8-C10,Alifater >C8-C10,3.0,mg/kg,,True,3.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Alifater C12-C16,Alifater >C12-C16,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Alifater C16-C35,Alifater >C16-C35,65.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Alifater C12-C35,Alifater >C12-C35,65.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Aromatics C8-C10,Aromater >C8-C10,4.0,mg/kg,,True,4.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Aromatics C10-C16,Aromater >C10-C16,0.9,mg/kg,,True,0.9,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Aromatics C16-C35,Aromater >C16-C35,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Benzo(a)antracen/Methylchrysener,Methylchrysener/benzo(a)anthracener,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Methylpyren/Fluoranthen,Methylpyrene/fluoranthense,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Benzo(a)antracen,Benzo[a]antracen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Krysen,Krysen/Trifenylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,BaP,Benzo[a]pyren,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,"Indeno(1,2,3-cd)pyren","Indeno[1,2,3-cd]pyren",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,"Dibenzo(a,h)antracen","Dibenzo[a,h]antracen",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,Benzo(ghi)perylen,Benzo[ghi]perylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,PAH16,Sum PAH(16) EPA,0.047,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,PAH16-EPA3,Sum PAH(16) EPA3,0.047,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,PCB28,PCB 28,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,PCB52,PCB 52,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,PCB101,PCB 101,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,PCB118,PCB 118,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,PCB138,PCB 138,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,PCB153,PCB 153,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94830-94855,PCB180,PCB 180,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,DryMatter,Tørrstoff,91.8,%,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,As,Arsen (As),0.99,mg/kg,,True,0.99,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Pb,Bly (Pb),4.9,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Cd,Kadmium (Cd),0.2,mg/kg,,True,0.2,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Cu,Kobber (Cu),22.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Cr,Krom (Cr),12.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Hg,Kvikksølv (Hg),0.0099,mg/kg,,True,0.0099,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Ni,Nikkel (Ni),9.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Zn,Sink (Zn),49.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Cr_VI,Krom (VI),0.22,mg/kg,,True,0.22,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Xylen,m/p/o-Xylen,0.1,mg/kg,,True,100.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Alifater C6-C8,Alifater >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Alifater C8-C10,Alifater >C8-C10,3.0,mg/kg,,True,3.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Alifater C12-C16,Alifater >C12-C16,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Alifater C16-C35,Alifater >C16-C35,26.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Alifater C12-C35,Alifater >C12-C35,26.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Aromatics C8-C10,Aromater >C8-C10,4.0,mg/kg,,True,4.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Aromatics C10-C16,Aromater >C10-C16,0.9,mg/kg,,True,0.9,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Aromatics C16-C35,Aromater >C16-C35,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Benzo(a)antracen/Methylchrysener,Methylchrysener/benzo(a)anthracener,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Methylpyren/Fluoranthen,Methylpyrene/fluoranthense,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Benzo(a)antracen,Benzo[a]antracen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Krysen,Krysen/Trifenylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,BaP,Benzo[a]pyren,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,"Indeno(1,2,3-cd)pyren","Indeno[1,2,3-cd]pyren",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,"Dibenzo(a,h)antracen","Dibenzo[a,h]antracen",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,Benzo(ghi)perylen,Benzo[ghi]perylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,PCB28,PCB 28,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,PCB52,PCB 52,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,PCB101,PCB 101,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,PCB118,PCB 118,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,PCB138,PCB 138,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,PCB153,PCB 153,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94855-94880,PCB180,PCB 180,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,DryMatter,Tørrstoff,93.2,%,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,As,Arsen (As),0.97,mg/kg,,True,0.97,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Pb,Bly (Pb),5.7,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Cd,Kadmium (Cd),0.2,mg/kg,,True,0.2,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Cu,Kobber (Cu),27.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Cr,Krom (Cr),17.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Hg,Kvikksølv (Hg),0.013,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Ni,Nikkel (Ni),10.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Zn,Sink (Zn),42.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Cr_VI,Krom (VI),0.22,mg/kg,,True,0.22,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Xylen,m/p/o-Xylen,0.1,mg/kg,,True,100.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Alifater C6-C8,Alifater >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Alifater C8-C10,Alifater >C8-C10,3.0,mg/kg,,True,3.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Alifater C12-C16,Alifater >C12-C16,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Alifater C16-C35,Alifater >C16-C35,25.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Alifater C12-C35,Alifater >C12-C35,25.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Aromatics C8-C10,Aromater >C8-C10,4.0,mg/kg,,True,4.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Aromatics C10-C16,Aromater >C10-C16,0.9,mg/kg,,True,0.9,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Aromatics C16-C35,Aromater >C16-C35,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Benzo(a)antracen/Methylchrysener,Methylchrysener/benzo(a)anthracener,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Methylpyren/Fluoranthen,Methylpyrene/fluoranthense,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Benzo(a)antracen,Benzo[a]antracen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Krysen,Krysen/Trifenylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,BaP,Benzo[a]pyren,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,"Indeno(1,2,3-cd)pyren","Indeno[1,2,3-cd]pyren",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,"Dibenzo(a,h)antracen","Dibenzo[a,h]antracen",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,Benzo(ghi)perylen,Benzo[ghi]perylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,PCB28,PCB 28,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,PCB52,PCB 52,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,PCB101,PCB 101,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,PCB118,PCB 118,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,PCB138,PCB 138,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,PCB153,PCB 153,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94880-94905,PCB180,PCB 180,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,DryMatter,Tørrstoff,92.4,%,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,As,Arsen (As),1.2,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Pb,Bly (Pb),6.6,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Cd,Kadmium (Cd),0.2,mg/kg,,True,0.2,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Cu,Kobber (Cu),32.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Cr,Krom (Cr),15.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Hg,Kvikksølv (Hg),0.0098,mg/kg,,True,0.0098,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Ni,Nikkel (Ni),13.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Zn,Sink (Zn),40.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Cr_VI,Krom (VI),0.22,mg/kg,,True,0.22,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Xylen,m/p/o-Xylen,0.1,mg/kg,,True,100.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Alifater C6-C8,Alifater >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Alifater C8-C10,Alifater >C8-C10,3.0,mg/kg,,True,3.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Alifater C12-C16,Alifater >C12-C16,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Alifater C16-C35,Alifater >C16-C35,79.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Alifater C12-C35,Alifater >C12-C35,79.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Aromatics C8-C10,Aromater >C8-C10,4.0,mg/kg,,True,4.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Aromatics C10-C16,Aromater >C10-C16,0.9,mg/kg,,True,0.9,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Aromatics C16-C35,Aromater >C16-C35,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Benzo(a)antracen/Methylchrysener,Methylchrysener/benzo(a)anthracener,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Methylpyren/Fluoranthen,Methylpyrene/fluoranthense,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Benzo(a)antracen,Benzo[a]antracen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,Krysen,Krysen/Trifenylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-94905-94930,BaP,Benzo[a]pyren,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
