project,project_code,extracted_at,source_file,samples_count,results_count,classifications_count,decisions_count,lab,sheets_processed
Hestnestunnelen,18_hestnestunnelen,2026-01-20T14:51:47.628609,Hestnestunnelen - Analyseresultater bunnrenskprøver_moddaAnd.xlsx,116,4278,116,116,Eurofins,"Hovedløp, Tverrslag Nord, Tverrslag Nord Rømning, Tverrslag Sør"
